Honduras,2009,11618,154
Honduras,2010,11846,154
Honduras,2011,11970.5,153
Honduras,2012,12095,152
Honduras,2013,14213,174
Honduras,2014,16331,196
Honduras,2015,16792,198
Honduras,2016,17253,200
ElSalvador,2000,7754,130
ElSalvador,2001,9330.5,155.5
ElSalvador,2002,10907,181
ElSalvador,2003,11490,190
ElSalvador,2004,12073,199
ElSalvador,2005,13422,220.5
ElSalvador,2006,14771,242
ElSalvador,2007,17292.5,281.5
ElSalvador,2008,19814,321
ElSalvador,2009,22238,358
ElSalvador,2010,24662,395
ElSalvador,2011,25847.5,411.5
ElSalvador,2012,27033,428
ElSalvador,2013,27683.5,435
ElSalvador,2014,28334,442
ElSalvador,2015,32579,504.5
ElSalvador,2016,36824,567
ElSalvador,2017,38007,585
Nicaragua,2000,6539,128
Nicaragua,2001,6712,129.5
Nicaragua,2002,6885,131
Nicaragua,2003,6559,123.5
Nicaragua,2004,6233,116
Nicaragua,2005,6168,113
Nicaragua,2006,6103,110
Nicaragua,2007,6453,115
Nicaragua,2008,6803,120
Nicaragua,2009,6651.5,116
Nicaragua,2010,6500,112
Nicaragua,2011,8150,136
Nicaragua,2012,9800,160
Nicaragua,2013,10184.5,165.5
Nicaragua,2014,10569,171
CostaRica,2000,7575,193
CostaRica,2001,7844,195.5
CostaRica,2002,8113,198
CostaRica,2003,8501.5,203.5
CostaRica,2004,8890,209
CostaRica,2005,8963.5,207.5
CostaRica,2006,9037,206
CostaRica,2007,9359.5,210
CostaRica,2008,9682,214
CostaRica,2009,10896,236.5
CostaRica,2010,12110,259
CostaRica,2011,13332.5,281
CostaRica,2012,14555,303
CostaRica,2013,15997.5,327.5
CostaRica,2014,17440,352
CostaRica,2015,11524,234.6666666667
CostaRica,2016,23048,469.3333333333
CostaRica,2017,17132,352
Panama,2000,8652,280
Panama,2001,9537.5,302.5
Panama,2002,10423,325
Panama,2003,10911.5,333.5
Panama,2004,11400,342
Panama,2005,11487.5,338.5
Panama,2006,11575,335
Panama,2007,10613,302.5
Panama,2008,9651,270
Panama,2009,10972,301.5
Panama,2010,12293,333
Panama,2011,13380.5,355.5
Panama,2012,14468,378
Panama,2013,14838,382
Panama,2014,15208,386
Panama,2015,16186.5,403.5
Panama,2016,17165,421
Colombia,2000,51518,128
Colombia,2001,52227,127.5
Colombia,2002,52936,127
Colombia,2003,60478,143
Colombia,2004,68020,159
Colombia,2005,64020.5,147.5
Colombia,2006,60021,136
Colombia,2007,65000,145
Colombia,2008,69979,154
Colombia,2009,77211.5,167.5
Colombia,2010,84444,181
Colombia,2011,99164,209
Colombia,2012,113884,237
Colombia,2013,113753.5,234
Colombia,2014,113623,231
Colombia,2015,116077.5,233
Colombia,2016,118532,235
Colombia,2017,119269,236
Ecuador,2000,8029,64
Ecuador,2001,8376,65.5
Ecuador,2002,8723,67
Ecuador,2003,10040.5,75.5
Ecuador,2004,11358,84
Ecuador,2005,11996.5,87
Ecuador,2006,12635,90
Ecuador,2007,12351,86.5
Ecuador,2008,12067,83
Ecuador,2009,11933.5,81
Ecuador,2010,11800,79
Ecuador,2011,16440,107
Ecuador,2012,21080,135
Ecuador,2013,23491,148.5
Ecuador,2014,25902,162
Ecuador,2015,26161.5,161
Ecuador,2016,26421,160
Peru,2000,27734,107
Peru,2001,27575.5,105
Peru,2002,27417,103
Peru,2003,29364,108.5
Peru,2004,31311,114
Peru,2005,33573,121
Peru,2006,35835,128
Peru,2007,39560.5,139.5
Peru,2008,43286,151
Peru,2009,44375,153
Peru,2010,45464,155
Peru,2011,51741.5,174
Peru,2012,58019,193
Peru,2013,64147.5,210.5
Peru,2014,70276,228
Peru,2015,74960,240
Peru,2016,79644,252
Peru,2017,82200,259
Chile,2000,33050,215
Chile,2001,33975.5,218.5
Chile,2002,34901,222
Chile,2003,35637.5,224
Chile,2004,36374,226
Chile,2005,37895.5,233
Chile,2006,39417,240
Chile,2007,44121.5,265.5
Chile,2008,48826,291
Chile,2009,51727,305.5
Chile,2010,54628,320
Chile,2011,53255,309
Chile,2012,51882,298
Chile,2013,48691.5,277.5
Chile,2014,45501,257
Chile,2015,44552,249.5
Chile,2016,43603,242
Chile,2017,42819,237
Argentina,2002,57632,151
Argentina,2003,61491.5,159.5
Argentina,2004,65351,168
Argentina,2005,62986,160
Argentina,2006,60621,152
Argentina,2007,60616,150.5
Argentina,2008,60611,149
Argentina,2009,62853,153
Argentina,2010,65095,157
Argentina,2011,65789.5,157
Argentina,2012,66484,157
Argentina,2013,67772,158.5
Argentina,2014,69060,160
Argentina,2015,72693,167
Bolivia,2000,8151,95
Bolivia,2001,7108,81.5
Bolivia,2002,6065,68
Bolivia,2003,6280,69
Bolivia,2004,6495,70
Bolivia,2005,6763,71.5
Bolivia,2006,7031,73
Bolivia,2007,7232,74
Bolivia,2008,7433,75
Bolivia,2009,8419.5,83.5
Bolivia,2010,9406,92
Bolivia,2011,11839,113.5
Bolivia,2012,14272,135
Bolivia,2013,14246,132.5
Bolivia,2014,14220,130
Bolivia,2015,14409,130
Bolivia,2016,14598,130
Paraguay,2000,3219,60
Paraguay,2001,3920,71
Paraguay,2002,4621,82
Paraguay,2003,5361,93
Paraguay,2004,6101,104
Paraguay,2005,6069,101.5
Paraguay,2006,6037,99
Paraguay,2007,5952,96
Paraguay,2008,5867,93
Paraguay,2009,6032,94
Paraguay,2010,6197,95
Paraguay,2011,7056.5,106
Paraguay,2012,7916,117
Paraguay,2013,9432.5,137.5
Paraguay,2014,10949,158
Paraguay,2015,12741,180
Uruguay,2000,4469,135
Uruguay,2001,5049.5,152
Uruguay,2002,5630,169
Uruguay,2003,6259,188
Uruguay,2004,6888,207
Uruguay,2005,6887.5,207
Uruguay,2006,6887,207
Uruguay,2007,7276,218
Uruguay,2008,7665,229
Uruguay,2009,8182.5,243
Uruguay,2010,8700,257
Uruguay,2011,9059,267
Uruguay,2012,9418,277
Uruguay,2013,9480,278
Uruguay,2014,9542,279
Uruguay,2015,9885,288
Uruguay,2016,10228,297
Brazil,2000,232755,133
Brazil,2001,236050,133
Brazil,2002,239345,133
Brazil,2003,287851.5,157.5
Brazil,2004,336358,182
Brazil,2005,368797,197
Brazil,2006,401236,212
Brazil,2007,426332.5,223
Brazil,2008,451429,234
Brazil,2009,473840,243.5
Brazil,2010,496251,253
Brazil,2011,522127,264
Brazil,2012,548003,275
Brazil,2013,585102.5,291
Brazil,2014,622202,307
Brazil,2015,427074,208.6666666667
Brazil,2016,854148,417.3333333333
Brazil,2017,659020,319
Guyana,2001,1507,205
Guyana,2002,1275,173
Guyana,2003,1277.5,172.5
Guyana,2004,1280,172
Guyana,2005,1570.5,210
Guyana,2006,1861,248
Guyana,2007,1989,264.5
Guyana,2008,2117,281
Guyana,2009,2138.5,283.5
Guyana,2010,2160,286
Guyana,2011,2096,277.5
Guyana,2012,2032,269
Guyana,2013,1999.5,264
Guyana,2014,1967,259
Guyana,2015,2040,268.5
Guyana,2016,2113,278
Venezuela,2000,14196,58
Venezuela,2001,16782,67
Venezuela,2002,19368,76
Venezuela,2003,19659.5,76
Venezuela,2004,19951,76
Venezuela,2005,19604,73
Venezuela,2006,19257,70
Venezuela,2007,21663,77.5
Venezuela,2008,24069,85
Venezuela,2009,32447,112.5
Venezuela,2010,40825,140
Venezuela,2011,43024.5,145
Venezuela,2012,45224,150
Venezuela,2013,48240,158
Venezuela,2014,51256,166
Venezuela,2015,51023.5,163
Venezuela,2016,50791,160
